"Date","Price","Open","High","Low","Vol.","Change %"
"07/17/2018","7,800.00","7,802.00","7,817.90","77.57","","-0.03%"
"07/16/2018","7,802.00","7,818.00","7,818.00","7,777.40","","-0.20%"
"07/13/2018","7,818.00","7,850.00","7,850.00","7,798.00","","0.04%"
"07/12/2018","7,815.00","7,850.00","7,850.00","7,800.35","","-0.45%"
"07/11/2018","7,850.00","7,840.00","7,850.00","7,797.00","","0.16%"
"07/10/2018","7,837.50","7,840.00","7,858.15","7,816.80","","-0.03%"
"07/09/2018","7,840.00","7,814.45","7,843.55","7,814.45","","-0.06%"
"07/06/2018","7,845.00","7,851.00","7,851.00","7,841.85","","-0.08%"
"07/05/2018","7,851.00","7,848.25","7,857.00","7,833.35","","0.04%"
"07/04/2018","7,848.25","7,857.00","7,857.00","7,826.60","","-0.11%"
"07/03/2018","7,857.00","7,856.00","7,873.05","7,833.65","","0.01%"
"07/02/2018","7,856.00","7,895.00","7,895.00","7,846.65","","-0.49%"
"06/29/2018","7,895.00","7,880.00","7,895.00","7,866.75","","0.19%"
"06/28/2018","7,880.00","7,875.00","7,920.40","7,874.00","","0.06%"
"06/27/2018","7,875.00","7,895.00","7,898.35","7,873.25","","-0.25%"
"06/26/2018","7,895.00","7,885.00","7,895.00","7,850.40","","0.13%"
"06/25/2018","7,885.00","7,890.00","7,891.00","7,871.10","","-0.06%"
"06/22/2018","7,890.00","7,891.00","7,895.00","7,838.50","","-0.01%"
"06/21/2018","7,891.00","7,905.00","7,905.00","7,872.45","","-0.18%"
"06/20/2018","7,905.00","7,900.00","7,905.00","7,850.40","","0.06%"
"06/19/2018","7,900.00","7,905.00","7,905.00","7,876.70","","-0.06%"
"06/18/2018","7,905.00","7,935.00","7,935.00","7,903.00","","-0.38%"
"06/15/2018","7,935.00","7,930.00","8,068.10","7,913.50","","0.06%"
"06/14/2018","7,930.00","7,920.00","7,930.00","7,889.70","","0.13%"
"06/13/2018","7,920.00","7,934.00","7,969.00","7,920.00","","-0.18%"
"06/12/2018","7,934.00","7,939.40","7,951.10","7,934.00","","-0.07%"
"06/11/2018","7,939.40","7,913.80","7,944.00","7,912.00","","-0.12%"
"06/08/2018","7,948.85","7,954.00","7,965.90","7,948.85","","-0.06%"
"06/07/2018","7,954.00","7,950.00","7,954.00","7,934.65","","0.05%"
"06/06/2018","7,950.00","7,950.00","7,950.00","7,911.05","","0.00%"
"06/05/2018","7,950.00","7,955.00","7,997.00","7,938.85","","-0.06%"
"06/04/2018","7,955.00","8,025.60","8,027.70","7,954.00","","-0.44%"
"06/01/2018","7,990.00","7,990.00","7,999.90","7,972.45","","0.00%"
"05/31/2018","7,990.00","8,001.00","8,001.00","7,957.50","","-0.13%"
"05/30/2018","8,000.00","8,005.00","8,005.00","7,977.00","","-0.06%"
"05/29/2018","8,005.00","8,000.00","8,019.10","7,984.75","","0.06%"
"05/28/2018","8,000.00","8,015.00","8,015.00","8,000.00","","-0.21%"
"05/25/2018","8,017.00","8,017.00","8,017.00","7,995.55","","0.00%"
"05/24/2018","8,017.00","8,012.00","8,017.00","7,997.45","","0.06%"
"05/23/2018","8,012.00","8,010.00","8,012.00","8,001.40","","0.02%"
"05/22/2018","8,010.00","7,999.15","8,010.00","7,993.05","","0.00%"
"05/21/2018","8,010.00","8,019.60","8,037.15","8,010.00","","-0.21%"
"05/18/2018","8,026.55","8,027.80","8,027.80","8,026.55","","-0.02%"
"05/17/2018","8,027.80","8,029.10","8,029.10","8,009.80","","-0.02%"
"05/16/2018","8,029.10","8,000.00","8,091.00","8,000.00","","0.36%"
"05/15/2018","8,000.00","8,025.00","8,069.20","8,000.00","","-0.31%"
"05/14/2018","8,025.00","8,046.00","8,086.00","8,025.00","","-0.74%"
"05/11/2018","8,085.00","8,055.00","8,085.00","8,042.75","","0.37%"
"05/10/2018","8,055.00","8,055.00","8,078.75","8,055.00","","0.00%"
"05/09/2018","8,055.00","8,075.00","8,075.00","8,055.00","","-0.25%"
"05/08/2018","8,075.00","8,065.00","8,075.00","8,057.75","","0.12%"
"05/07/2018","8,065.00","8,061.60","8,076.95","8,061.60","","-0.12%"
"05/04/2018","8,075.00","8,073.00","8,075.00","8,063.20","","0.02%"
"05/03/2018","8,073.00","8,070.00","8,102.40","8,070.00","","0.04%"
"05/02/2018","8,070.00","8,088.00","8,138.65","8,065.00","","-0.22%"
"05/01/2018","8,088.00","8,073.00","8,089.90","8,073.00","","0.19%"
"04/30/2018","8,073.00","8,076.00","8,076.00","8,045.05","","-0.02%"
"04/27/2018","8,075.00","8,085.00","8,117.90","8,068.90","","-0.12%"
"04/26/2018","8,085.00","8,070.00","8,088.55","8,070.00","","0.19%"
"04/25/2018","8,070.00","8,068.00","8,073.00","8,051.00","","0.02%"
"04/24/2018","8,068.00","8,088.00","8,089.35","8,067.30","","-0.27%"
"04/23/2018","8,090.00","8,070.50","8,095.85","8,070.50","","0.00%"
"04/20/2018","8,090.00","8,087.00","8,090.55","8,077.75","","0.02%"
"04/19/2018","8,088.00","8,088.00","8,088.00","8,073.40","","0.00%"
"04/18/2018","8,088.00","8,087.50","8,088.00","8,073.90","","-0.01%"
"04/17/2018","8,089.00","8,087.00","8,089.00","8,076.00","","0.02%"
"04/16/2018","8,087.00","8,110.00","8,110.00","8,087.00","","-0.28%"
"04/13/2018","8,110.00","8,100.00","8,110.00","8,100.00","","0.12%"
"04/12/2018","8,100.00","8,110.00","8,110.00","8,096.10","","-0.11%"
"04/11/2018","8,109.00","8,115.00","8,115.00","8,069.95","","-0.07%"
"04/10/2018","8,115.00","8,068.90","8,115.00","8,068.90","","0.57%"
"04/09/2018","8,068.90","8,100.20","8,120.00","8,068.90","","-0.39%"
"04/06/2018","8,100.20","8,120.00","8,120.45","8,100.20","","-0.24%"
"04/05/2018","8,120.00","8,110.00","8,120.00","8,099.60","","0.12%"
"04/04/2018","8,110.00","8,110.00","8,110.00","8,101.20","","0.00%"
"04/03/2018","8,110.00","8,115.00","8,158.15","8,099.40","","-0.06%"
"04/02/2018","8,115.00","8,132.90","8,144.90","8,115.00","","-0.22%"
"04/01/2018","8,132.90","8,132.90","8,132.90","8,132.90","","-0.03%"
"03/30/2018","8,135.00","8,151.35","8,151.35","8,135.00","","0.00%"
"03/29/2018","8,135.00","8,137.50","8,191.65","8,135.00","","-0.03%"
"03/28/2018","8,137.50","8,145.00","8,145.00","8,137.50","","-0.09%"
"03/27/2018","8,145.00","8,140.00","8,145.00","8,106.40","","0.06%"
"03/26/2018","8,140.00","8,131.45","8,166.00","8,131.45","","0.11%"
"03/25/2018","8,131.45","8,131.45","8,131.45","8,131.45","","-0.42%"
"03/23/2018","8,166.00","8,149.10","8,166.00","8,131.55","","0.21%"
"03/22/2018","8,149.10","8,166.00","8,166.00","8,077.50","","-0.19%"
"03/21/2018","8,165.00","8,160.00","8,202.65","8,136.00","","0.06%"
"03/20/2018","8,160.00","8,155.00","8,175.80","8,103.15","","0.06%"
"03/19/2018","8,155.00","8,155.00","8,213.55","8,116.10","","0.00%"
"03/18/2018","8,155.00","8,155.00","8,155.00","8,155.00","","0.00%"
"03/16/2018","8,155.00","8,151.00","8,202.15","8,151.00","","0.06%"
"03/15/2018","8,150.00","8,157.00","8,170.20","8,138.35","","-0.06%"
"03/14/2018","8,155.00","8,155.00","8,157.50","8,098.65","","0.00%"
"03/13/2018","8,155.00","8,155.00","8,155.00","8,131.75","","0.00%"
"03/12/2018","8,155.00","8,195.00","8,195.00","8,148.40","","-0.49%"
"03/11/2018","8,195.00","8,195.00","8,195.00","8,195.00","","0.00%"
"03/09/2018","8,195.00","8,180.00","8,208.85","8,163.95","","0.18%"
"03/08/2018","8,180.00","8,165.00","8,180.00","8,160.65","","0.18%"
"03/07/2018","8,165.00","8,175.00","8,176.00","8,149.30","","-0.12%"
"03/06/2018","8,175.00","8,170.00","8,175.00","8,139.40","","0.06%"
"03/05/2018","8,170.00","8,180.00","8,180.00","8,153.00","","-0.12%"
"03/04/2018","8,180.00","8,180.00","8,180.00","8,180.00","","-0.01%"
"03/02/2018","8,181.00","8,195.00","8,195.00","8,112.90","","-0.17%"
"03/01/2018","8,195.00","8,190.00","8,195.00","8,170.95","","0.06%"
"02/28/2018","8,190.00","8,185.00","8,229.05","8,172.05","","0.06%"
"02/27/2018","8,185.00","8,190.00","8,190.00","8,170.40","","-0.06%"
"02/26/2018","8,190.00","8,190.60","8,197.50","8,179.05","","-0.01%"
"02/25/2018","8,190.60","8,190.60","8,190.60","8,190.60","","-0.08%"
"02/23/2018","8,197.50","8,195.00","8,197.50","8,155.90","","0.03%"
"02/22/2018","8,195.00","8,207.50","8,211.00","8,182.45","","-0.15%"
"02/21/2018","8,207.50","8,195.00","8,207.50","8,183.10","","0.15%"
"02/20/2018","8,195.00","8,188.05","8,200.10","8,178.50","","0.08%"
"02/19/2018","8,188.05","8,198.00","8,248.95","8,188.05","","-0.12%"
"02/18/2018","8,198.00","8,198.00","8,198.00","8,198.00","","0.00%"
"02/16/2018","8,198.00","8,201.00","8,201.00","8,166.40","","-0.04%"
"02/15/2018","8,201.00","8,200.00","8,201.00","8,115.60","","0.01%"
"02/14/2018","8,200.00","8,205.00","8,205.00","8,180.80","","-0.06%"
"02/13/2018","8,205.00","8,192.50","8,205.00","8,176.20","","0.15%"
"02/12/2018","8,193.00","8,195.00","8,205.00","8,172.45","","-0.02%"
"02/11/2018","8,195.00","8,195.00","8,195.00","8,195.00","","0.00%"
"02/09/2018","8,195.00","8,195.00","8,195.00","8,172.35","","0.00%"
"02/08/2018","8,195.00","8,200.00","8,238.65","8,183.60","","-0.06%"
"02/07/2018","8,200.00","8,205.00","8,205.00","8,177.65","","-0.06%"
"02/06/2018","8,205.00","8,198.50","8,218.00","8,192.10","","0.08%"
"02/05/2018","8,198.50","8,186.00","8,198.50","8,179.15","","0.15%"
"02/04/2018","8,186.00","8,186.00","8,186.00","8,186.00","","0.07%"
"02/02/2018","8,180.00","8,180.00","8,180.00","8,131.60","","0.00%"
"02/01/2018","8,180.00","8,190.00","8,198.20","8,173.20","","-0.12%"
"01/31/2018","8,190.00","8,190.00","8,190.00","8,166.25","","0.00%"
"01/30/2018","8,190.00","8,180.00","8,190.00","8,175.15","","0.12%"
"01/29/2018","8,180.00","8,165.00","8,180.00","8,160.30","","0.18%"
"01/28/2018","8,165.00","8,165.00","8,165.00","8,165.00","","-0.06%"
"01/26/2018","8,170.00","8,166.00","8,170.00","8,161.10","","0.05%"
"01/25/2018","8,166.00","8,155.00","8,166.00","8,126.50","","0.13%"
"01/24/2018","8,155.00","8,170.00","8,170.00","8,122.65","","-0.18%"
"01/23/2018","8,170.00","8,171.00","8,171.00","8,138.15","","0.00%"
"01/22/2018","8,170.00","8,179.20","8,179.20","8,145.00","","-0.11%"
"01/21/2018","8,179.20","8,179.20","8,179.20","8,179.20","","0.41%"
"01/19/2018","8,146.00","8,144.70","8,156.00","8,144.70","","0.02%"
"01/18/2018","8,144.70","8,161.15","8,161.15","8,144.70","","-0.20%"
"01/17/2018","8,161.15","8,115.15","8,161.15","8,088.15","","0.57%"
"01/16/2018","8,115.15","8,132.65","8,156.00","8,115.15","","-0.22%"
"01/15/2018","8,132.65","8,083.55","8,135.15","8,081.90","","0.61%"
"01/14/2018","8,083.55","8,083.55","8,083.55","8,083.55","","-0.82%"
"01/12/2018","8,150.00","8,075.90","8,150.00","8,060.60","","0.92%"
"01/11/2018","8,075.90","8,176.30","8,176.30","8,075.90","","-1.23%"
"01/10/2018","8,176.30","8,131.95","8,176.30","8,084.55","","0.55%"
"01/09/2018","8,131.95","8,147.95","8,147.95","8,096.00","","-0.20%"
"01/08/2018","8,147.95","8,151.90","8,164.55","8,136.10","","-0.05%"
"01/07/2018","8,151.90","8,151.90","8,151.90","8,151.90","","0.13%"
"01/05/2018","8,141.00","8,114.50","8,141.00","8,109.35","","0.33%"
"01/04/2018","8,114.50","8,121.00","8,135.00","8,114.50","","-0.08%"
"01/03/2018","8,121.00","8,122.10","8,131.00","8,117.50","","-0.01%"
"01/02/2018","8,122.10","8,101.40","8,140.00","8,091.50","","0.26%"
"01/01/2018","8,101.40","8,108.25","8,108.35","8,101.40","","-0.08%"
"12/31/2017","8,108.25","8,108.25","8,108.25","8,108.25","","-0.39%"
"12/29/2017","8,140.00","8,118.15","8,140.00","8,115.20","","0.27%"
"12/28/2017","8,118.15","8,117.25","8,135.00","8,113.00","","0.01%"
"12/27/2017","8,117.25","8,065.55","8,130.00","8,061.50","","0.64%"
"12/26/2017","8,065.55","8,055.90","8,116.00","8,055.90","","0.13%"
"12/25/2017","8,054.95","8,062.90","8,072.35","8,054.95","","-0.10%"
"12/24/2017","8,062.90","8,062.90","8,062.90","8,062.90","","-0.65%"
"12/22/2017","8,116.00","8,100.80","8,116.00","8,068.95","","0.19%"
"12/21/2017","8,100.80","8,076.50","8,116.00","8,075.85","","0.30%"
"12/20/2017","8,076.50","8,081.25","8,116.00","8,076.50","","-0.06%"
"12/19/2017","8,081.25","8,125.00","8,125.00","8,081.25","","-0.54%"
"12/18/2017","8,125.00","8,126.20","8,126.20","8,093.65","","-0.01%"
"12/17/2017","8,126.20","8,126.20","8,126.20","8,126.20","","0.09%"
"12/15/2017","8,118.50","8,127.75","8,127.75","8,094.45","","-0.11%"
"12/14/2017","8,127.75","8,032.60","8,127.75","8,023.45","","1.18%"
"12/13/2017","8,032.60","8,117.40","8,118.00","8,032.60","","-1.04%"
"12/12/2017","8,117.40","8,106.25","8,117.40","8,091.15","","0.14%"
"12/11/2017","8,106.25","8,071.50","8,116.00","8,071.50","","0.43%"
"12/10/2017","8,071.50","8,071.50","8,071.50","8,071.50","","-0.55%"
"12/08/2017","8,116.00","8,103.90","8,116.00","8,098.05","","0.15%"
"12/07/2017","8,103.90","8,103.55","8,116.00","8,099.80","","0.00%"
"12/06/2017","8,103.55","8,126.80","8,129.70","8,097.10","","-0.29%"
"12/05/2017","8,126.80","8,089.60","8,126.80","8,087.30","","0.46%"
"12/04/2017","8,089.60","8,098.10","8,116.40","8,089.60","","-0.10%"
"12/03/2017","8,098.10","8,098.10","8,098.10","8,098.10","","-0.21%"
"12/01/2017","8,115.00","8,057.75","8,116.00","8,046.40","","0.71%"
"11/30/2017","8,057.75","8,089.95","8,121.00","8,057.75","","-0.40%"
"11/29/2017","8,089.95","8,122.95","8,122.95","8,089.95","","-0.41%"
"11/28/2017","8,122.95","8,110.30","8,122.95","8,097.15","","0.16%"
"11/27/2017","8,110.30","8,034.15","8,115.00","8,034.15","","0.95%"
"11/26/2017","8,034.15","8,034.15","8,034.15","8,034.15","","-0.75%"
"11/24/2017","8,095.00","8,082.65","8,095.00","8,082.65","","0.15%"
"11/23/2017","8,082.65","8,027.60","8,095.00","8,027.60","","0.69%"
"11/22/2017","8,027.60","8,076.65","8,095.00","8,027.60","","-0.61%"
"11/21/2017","8,076.65","8,097.70","8,105.00","8,076.65","","-0.26%"
"11/20/2017","8,097.70","8,071.10","8,105.00","8,069.90","","0.33%"
"11/19/2017","8,071.10","8,071.10","8,071.10","8,071.10","","-0.05%"
"11/17/2017","8,075.00","8,064.80","8,075.00","8,052.00","","0.13%"
"11/16/2017","8,064.80","8,117.80","8,117.80","8,064.80","","-0.65%"
"11/15/2017","8,117.80","8,017.15","8,117.80","8,017.15","","1.26%"
"11/14/2017","8,017.15","8,057.60","8,090.00","8,017.15","","-0.50%"
"11/13/2017","8,057.60","8,050.00","8,092.50","8,050.00","","0.09%"
"11/12/2017","8,050.00","8,050.00","8,050.00","8,050.00","","-0.37%"
"11/10/2017","8,080.00","8,067.00","8,091.00","850.00","","0.16%"
"11/09/2017","8,067.00","8,069.70","8,092.00","8,067.00","","-0.03%"
"11/08/2017","8,069.70","8,054.60","8,090.50","8,050.75","","0.19%"
"11/07/2017","8,054.60","8,063.35","8,090.50","8,054.60","","-0.11%"
"11/06/2017","8,063.35","8,106.25","8,112.80","8,063.35","","-0.53%"
"11/05/2017","8,106.25","8,106.25","8,106.25","8,106.25","","0.19%"
"11/03/2017","8,091.00","8,074.05","8,091.00","8,074.05","","0.21%"
"11/02/2017","8,074.05","8,092.80","8,092.80","8,069.30","","-0.23%"
"11/01/2017","8,092.80","8,071.55","8,092.80","8,071.55","","0.26%"
"10/31/2017","8,071.55","8,059.75","8,091.00","8,059.45","","0.15%"
"10/30/2017","8,059.75","8,082.15","8,088.00","8,059.75","","-0.28%"
"10/29/2017","8,082.15","8,082.15","8,082.15","8,082.15","","0.01%"
"10/27/2017","8,081.00","8,180.55","8,191.10","8,078.65","","-1.22%"
"10/26/2017","8,180.55","8,044.45","8,180.55","8,040.35","","1.69%"
"10/25/2017","8,044.45","8,066.05","8,081.00","8,044.45","","-0.27%"
"10/24/2017","8,066.05","8,055.70","8,081.00","8,051.70","","0.13%"
"10/23/2017","8,055.70","8,067.20","8,087.60","8,055.70","","-0.14%"
"10/22/2017","8,067.20","8,067.20","8,067.20","8,067.20","","0.08%"
"10/20/2017","8,061.00","8,043.95","8,061.00","8,042.15","","0.21%"
"10/19/2017","8,043.95","8,031.35","8,058.00","7,556.50","","0.16%"
"10/18/2017","8,031.35","8,054.25","8,059.30","8,031.35","","-0.28%"
"10/17/2017","8,054.25","8,062.00","8,063.95","8,054.25","","-0.10%"
"10/16/2017","8,062.00","8,055.95","8,062.00","8,055.95","","0.08%"
"10/15/2017","8,055.95","8,055.95","8,055.95","8,055.95","","0.01%"
"10/13/2017","8,055.00","8,067.50","8,072.40","8,051.00","","-0.15%"
"10/12/2017","8,067.50","8,035.80","8,067.50","8,032.80","","0.39%"
"10/11/2017","8,035.80","8,033.25","8,062.90","80.00","","0.03%"
"10/10/2017","8,033.25","8,055.60","8,065.00","8,033.25","","-0.28%"
"10/09/2017","8,055.60","8,042.90","8,055.60","8,036.80","","0.16%"
"10/08/2017","8,042.90","8,042.90","8,042.90","8,042.90","","-0.27%"
"10/06/2017","8,065.00","8,082.90","8,082.90","8,061.20","","-0.22%"
"10/05/2017","8,082.90","8,072.05","8,082.90","8,060.00","","0.13%"
"10/04/2017","8,072.05","8,072.20","8,072.20","8,060.00","","0.00%"
"10/03/2017","8,072.20","8,076.25","8,076.25","8,061.05","","-0.05%"
"10/02/2017","8,076.25","8,117.90","8,117.90","8,068.80","","-0.51%"
"10/01/2017","8,117.90","8,117.90","8,117.90","8,117.90","","0.52%"
"09/29/2017","8,076.00","8,064.00","8,076.00","8,063.90","","0.15%"
"09/28/2017","8,064.00","8,066.30","8,071.00","8,063.90","","-0.03%"
"09/27/2017","8,066.30","8,070.00","8,096.10","8,066.30","","-0.05%"
"09/26/2017","8,070.00","8,097.25","8,097.25","8,070.00","","-0.34%"
"09/25/2017","8,097.25","8,095.25","8,109.75","8,070.00","","0.02%"
"09/24/2017","8,095.25","8,095.25","8,095.25","8,095.25","","0.05%"
"09/22/2017","8,091.00","8,091.00","8,091.00","8,048.50","","0.00%"
"09/21/2017","8,091.00","8,091.00","8,167.15","8,052.35","","0.00%"
